,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
4,car:8,,1955,1936,,1069,1068.0,,,,0.0,1395.0,807.0,,535.0,,
5,car:10,,624,543,,325,365.0,,,,1395.0,0.0,590.0,,860.0,,
6,car:13,,1180,1129,,265,313.0,,,,807.0,590.0,0.0,,273.0,,
7,car:15,,1431,1401,,534,543.0,,,,535.0,860.0,273.0,,0.0,,
0,motorcycle:2,,0,389,,924,882.0,,,,1971.0,630.0,1185.0,,1437.0,,
1,person:3,,389,0,,859,886.0,,,,1946.0,538.0,1126.0,,1400.0,,
2,person:5,,924,859,,0,155.0,,,,1086.0,323.0,269.0,,540.0,,
3,motorcycle:6,,882,886,,155,0.0,,,,1090.0,358.0,321.0,,554.0,,
4,car:8,,1971,1946,,1086,1090.0,,,,0.0,1409.0,820.0,,545.0,,
5,car:10,,630,538,,323,358.0,,,,1409.0,0.0,591.0,,863.0,,
6,car:13,,1185,1126,,269,321.0,,,,820.0,591.0,0.0,,276.0,,
7,car:15,,1437,1400,,540,554.0,,,,545.0,863.0,276.0,,0.0,,
0,car:1,0.0,761,740,331.0,321,347.0,,,,,,,,,,
1,motorcycle:2,761.0,0,180,1088.0,463,415.0,,,,,,,,,,
2,person:3,740.0,180,0,1072.0,420,422.0,,,,,,,,,,
3,car:4,331.0,1088,1072,0.0,652,672.0,,,,,,,,,,
4,person:5,321.0,463,420,652.0,0,122.0,,,,,,,,,,
5,motorcycle:6,347.0,415,422,672.0,122,0.0,,,,,,,,,,
0,motorcycle:2,,0,398,,926,879.0,,,,1983.0,636.0,1188.0,,1439.0,,
1,person:3,,398,0,,858,881.0,,,,1955.0,540.0,1124.0,,1399.0,,
2,person:5,,926,858,,0,156.0,,,,1097.0,320.0,269.0,,541.0,,
3,motorcycle:6,,879,881,,156,0.0,,,,1106.0,352.0,327.0,,560.0,,
4,car:8,,1983,1955,,1097,1106.0,,,,0.0,1417.0,831.0,,556.0,,
5,car:10,,636,540,,320,352.0,,,,1417.0,0.0,588.0,,861.0,,
6,car:13,,1188,1124,,269,327.0,,,,831.0,588.0,0.0,,277.0,,
7,car:15,,1439,1399,,541,560.0,,,,556.0,861.0,277.0,,0.0,,
0,motorcycle:2,,0,391,,925,878.0,,,,1999.0,635.0,1193.0,,1441.0,,
1,person:3,,391,0,,857,877.0,,,,1969.0,539.0,1127.0,,1399.0,,
2,person:5,,925,857,,0,154.0,,,,1112.0,319.0,273.0,,542.0,,
3,motorcycle:6,,878,877,,154,0.0,,,,1123.0,348.0,333.0,,563.0,,
4,car:8,,1999,1969,,1112,1123.0,,,,0.0,1431.0,842.0,,569.0,,
5,car:10,,635,539,,319,348.0,,,,1431.0,0.0,591.0,,861.0,,
6,car:13,,1193,1127,,273,333.0,,,,842.0,591.0,0.0,,275.0,,
7,car:15,,1441,1399,,542,563.0,,,,569.0,861.0,275.0,,0.0,,
0,motorcycle:2,,0,365,,921,874.0,,,,2006.0,620.0,1189.0,,1439.0,,
1,person:3,,365,0,,857,875.0,,,,1977.0,538.0,1128.0,,1400.0,,
2,person:5,,921,857,,0,158.0,,,,1120.0,321.0,274.0,,543.0,,
3,motorcycle:6,,874,875,,158,0.0,,,,1133.0,346.0,336.0,,566.0,,
4,car:8,,2006,1977,,1120,1133.0,,,,0.0,1441.0,850.0,,577.0,,
5,car:10,,620,538,,321,346.0,,,,1441.0,0.0,595.0,,864.0,,
6,car:13,,1189,1128,,274,336.0,,,,850.0,595.0,0.0,,275.0,,
7,car:15,,1439,1400,,543,566.0,,,,577.0,864.0,275.0,,0.0,,
0,motorcycle:2,,0,356,,912,868.0,,,,2015.0,617.0,1188.0,,1441.0,,
1,person:3,,356,0,,847,867.0,,,,1984.0,531.0,1124.0,,1400.0,,
2,person:5,,912,847,,0,158.0,,,,1137.0,317.0,280.0,,553.0,,
3,motorcycle:6,,868,867,,158,0.0,,,,1147.0,347.0,341.0,,574.0,,
4,car:8,,2015,1984,,1137,1147.0,,,,0.0,1454.0,860.0,,584.0,,
5,car:10,,617,531,,317,347.0,,,,1454.0,0.0,598.0,,870.0,,
6,car:13,,1188,1124,,280,341.0,,,,860.0,598.0,0.0,,278.0,,
7,car:15,,1441,1400,,553,574.0,,,,584.0,870.0,278.0,,0.0,,
0,motorcycle:2,,0,345,,905,865.0,,,,2030.0,607.0,1184.0,,1443.0,,
1,person:3,,345,0,,848,871.0,,,,2005.0,532.0,1129.0,,1408.0,,
2,person:5,,905,848,,0,159.0,,,,1156.0,318.0,284.0,,559.0,,
3,motorcycle:6,,865,871,,159,0.0,,,,1165.0,349.0,343.0,,579.0,,
4,car:8,,2030,2005,,1156,1165.0,,,,0.0,1474.0,876.0,,597.0,,
5,car:10,,607,532,,318,349.0,,,,1474.0,0.0,602.0,,877.0,,
6,car:13,,1184,1129,,284,343.0,,,,876.0,602.0,0.0,,281.0,,
7,car:15,,1443,1408,,559,579.0,,,,597.0,877.0,281.0,,0.0,,
0,motorcycle:2,,0,344,,911,870.0,,,,2044.0,610.0,1185.0,,1451.0,,
1,person:3,,344,0,,856,878.0,,,,2019.0,534.0,1129.0,,1417.0,,
2,person:5,,911,856,,0,160.0,,,,1163.0,324.0,277.0,,560.0,,
3,motorcycle:6,,870,878,,160,0.0,,,,1174.0,355.0,341.0,,583.0,,
4,car:8,,2044,2019,,1163,1174.0,,,,0.0,1487.0,890.0,,602.0,,
5,car:10,,610,534,,324,355.0,,,,1487.0,0.0,600.0,,884.0,,
6,car:13,,1185,1129,,277,341.0,,,,890.0,600.0,0.0,,290.0,,
7,car:15,,1451,1417,,560,583.0,,,,602.0,884.0,290.0,,0.0,,
0,motorcycle:2,,0,327,,912,872.0,,,,2061.0,605.0,1187.0,,1457.0,,
1,person:3,,327,0,,862,884.0,,,,2039.0,541.0,1138.0,,1427.0,,
2,person:5,,912,862,,0,164.0,,,,1177.0,323.0,279.0,,564.0,,
3,motorcycle:6,,872,884,,164,0.0,,,,1188.0,353.0,342.0,,587.0,,
4,car:8,,2061,2039,,1177,1188.0,,,,0.0,1500.0,901.0,,612.0,,
5,car:10,,605,541,,323,353.0,,,,1500.0,0.0,602.0,,888.0,,
6,car:13,,1187,1138,,279,342.0,,,,901.0,602.0,0.0,,291.0,,
7,car:15,,1457,1427,,564,587.0,,,,612.0,888.0,291.0,,0.0,,
0,motorcycle:2,,0,318,,911,874.0,,,,2074.0,602.0,1186.0,,1463.0,,
1,person:3,,318,0,,867,886.0,,,,2054.0,542.0,1140.0,,1434.0,,
2,person:5,,911,867,,0,154.0,,,,1187.0,326.0,277.0,,567.0,,
3,motorcycle:6,,874,886,,154,0.0,,,,1200.0,353.0,340.0,,591.0,,
4,car:8,,2074,2054,,1187,1200.0,,,,0.0,1513.0,913.0,,619.0,,
5,car:10,,602,542,,326,353.0,,,,1513.0,0.0,603.0,,893.0,,
6,car:13,,1186,1140,,277,340.0,,,,913.0,603.0,0.0,,295.0,,
7,car:15,,1463,1434,,567,591.0,,,,619.0,893.0,295.0,,0.0,,
0,motorcycle:2,,0,301,,902,867.0,,,,2080.0,594.0,1183.0,,1462.0,,
1,person:3,,301,0,,863,879.0,,,,2061.0,537.0,1140.0,,1435.0,,
2,person:5,,902,863,,0,151.0,,,,1199.0,327.0,282.0,,573.0,,
3,motorcycle:6,,867,879,,151,0.0,,,,1213.0,353.0,344.0,,597.0,,
4,car:8,,2080,2061,,1199,1213.0,,,,0.0,1526.0,922.0,,626.0,,
5,car:10,,594,537,,327,353.0,,,,1526.0,0.0,607.0,,900.0,,
6,car:13,,1183,1140,,282,344.0,,,,922.0,607.0,0.0,,297.0,,
7,car:15,,1462,1435,,573,597.0,,,,626.0,900.0,297.0,,0.0,,
0,motorcycle:2,,0,291,,901,866.0,,,,2096.0,589.0,1186.0,,1464.0,,
1,person:3,,291,0,,856,873.0,,,,2071.0,533.0,1138.0,,1433.0,,
2,person:5,,901,856,,0,154.0,,,,1215.0,325.0,287.0,,576.0,,
3,motorcycle:6,,866,873,,154,0.0,,,,1230.0,350.0,351.0,,602.0,,
4,car:8,,2096,2071,,1215,1230.0,,,,0.0,1540.0,933.0,,638.0,,
5,car:10,,589,533,,325,350.0,,,,1540.0,0.0,611.0,,902.0,,
6,car:13,,1186,1138,,287,351.0,,,,933.0,611.0,0.0,,297.0,,
7,car:15,,1464,1433,,576,602.0,,,,638.0,902.0,297.0,,0.0,,
0,car:1,0.0,763,740,335.0,320,348.0,,,,,,,,,,
1,motorcycle:2,763.0,0,189,1092.0,464,416.0,,,,,,,,,,
2,person:3,740.0,189,0,1075.0,420,423.0,,,,,,,,,,
3,car:4,335.0,1092,1075,0.0,655,676.0,,,,,,,,,,
4,person:5,320.0,464,420,655.0,0,117.0,,,,,,,,,,
5,motorcycle:6,348.0,416,423,676.0,117,0.0,,,,,,,,,,
0,motorcycle:2,,0,277,,903,867.0,,,,2117.0,586.0,1188.0,,1470.0,,
1,person:3,,277,0,,857,872.0,,,,2090.0,533.0,1140.0,,1438.0,,
2,person:5,,903,857,,0,158.0,,,,1232.0,327.0,286.0,,580.0,,
3,motorcycle:6,,867,872,,158,0.0,,,,1249.0,348.0,354.0,,608.0,,
4,car:8,,2117,2090,,1232,1249.0,,,,0.0,1559.0,950.0,,652.0,,
5,car:10,,586,533,,327,348.0,,,,1559.0,0.0,613.0,,907.0,,
6,car:13,,1188,1140,,286,354.0,,,,950.0,613.0,0.0,,300.0,,
7,car:15,,1470,1438,,580,608.0,,,,652.0,907.0,300.0,,0.0,,
0,motorcycle:2,,0,288,,911,868.0,,,,2127.0,,1188.0,,1473.0,,
1,person:3,,288,0,,858,868.0,,,,2096.0,,1132.0,,1434.0,,
2,person:5,,911,858,,0,162.0,,,,1237.0,,278.0,,575.0,,
3,motorcycle:6,,868,868,,162,0.0,,,,1259.0,,353.0,,609.0,,
4,car:8,,2127,2096,,1237,1259.0,,,,0.0,,964.0,,661.0,,
5,car:13,,1188,1132,,278,353.0,,,,964.0,,0.0,,304.0,,
6,car:15,,1473,1434,,575,609.0,,,,661.0,,304.0,,0.0,,
0,motorcycle:2,,0,305,,926,877.0,,,,2149.0,,1196.0,,1485.0,,
1,person:3,,305,0,,864,871.0,,,,2110.0,,1132.0,,1439.0,,
2,person:5,,926,864,,0,164.0,,,,1246.0,,271.0,,574.0,,
3,motorcycle:6,,877,871,,164,0.0,,,,1271.0,,350.0,,612.0,,
4,car:8,,2149,2110,,1246,1271.0,,,,0.0,,978.0,,671.0,,
5,car:13,,1196,1132,,271,350.0,,,,978.0,,0.0,,309.0,,
6,car:15,,1485,1439,,574,612.0,,,,671.0,,309.0,,0.0,,
0,motorcycle:2,,0,328,,938,885.0,,,,2173.0,,1207.0,,1499.0,,
1,person:3,,328,0,,864,872.0,,,,2128.0,,1133.0,,1444.0,,
2,person:5,,938,864,,0,167.0,,,,1264.0,,272.0,,580.0,,
3,motorcycle:6,,885,872,,167,0.0,,,,1288.0,,350.0,,616.0,,
4,car:8,,2173,2128,,1264,1288.0,,,,0.0,,995.0,,683.0,,
5,car:13,,1207,1133,,272,350.0,,,,995.0,,0.0,,314.0,,
6,car:15,,1499,1444,,580,616.0,,,,683.0,,314.0,,0.0,,
0,motorcycle:2,,0,326,,928,878.0,,,,2192.0,,1211.0,,1504.0,,
1,person:3,,326,0,,853,865.0,,,,2146.0,,1136.0,,1449.0,,
2,person:5,,928,853,,0,170.0,,,,1293.0,,286.0,,596.0,,
3,motorcycle:6,,878,865,,170,0.0,,,,1313.0,,362.0,,628.0,,
4,car:8,,2192,2146,,1293,1313.0,,,,0.0,,1010.0,,697.0,,
5,car:13,,1211,1136,,286,362.0,,,,1010.0,,0.0,,315.0,,
6,car:15,,1504,1449,,596,628.0,,,,697.0,,315.0,,0.0,,
0,motorcycle:2,,0,321,,929,880.0,,,,2208.0,,1214.0,,1507.0,,
1,person:3,,321,0,,856,867.0,,,,2163.0,,1141.0,,1453.0,,
2,person:5,,929,856,,0,166.0,,,,1306.0,,288.0,,596.0,,
3,motorcycle:6,,880,867,,166,0.0,,,,1327.0,,363.0,,628.0,,
4,car:8,,2208,2163,,1306,1327.0,,,,0.0,,1022.0,,710.0,,
5,car:13,,1214,1141,,288,363.0,,,,1022.0,,0.0,,315.0,,
6,car:15,,1507,1453,,596,628.0,,,,710.0,,315.0,,0.0,,
0,motorcycle:2,,0,301,,924,882.0,,,,2225.0,,1215.0,,1506.0,,
1,person:3,,301,0,,859,872.0,,,,2184.0,,1147.0,,1457.0,,
2,person:5,,924,859,,0,166.0,,,,1325.0,,292.0,,598.0,,
3,motorcycle:6,,882,872,,166,0.0,,,,1343.0,,365.0,,628.0,,
4,car:8,,2225,2184,,1325,1343.0,,,,0.0,,1037.0,,727.0,,
5,car:13,,1215,1147,,292,365.0,,,,1037.0,,0.0,,313.0,,
6,car:15,,1506,1457,,598,628.0,,,,727.0,,313.0,,0.0,,
0,motorcycle:2,,0,320,,933,882.0,,,,2248.0,,1224.0,,1512.0,,
1,person:3,,320,0,,863,873.0,,,,2207.0,,1153.0,,1463.0,,
2,person:5,,933,863,,0,171.0,,,,1343.0,,293.0,,600.0,,
3,motorcycle:6,,882,873,,171,0.0,,,,1366.0,,373.0,,633.0,,
4,car:8,,2248,2207,,1343,1366.0,,,,0.0,,1055.0,,743.0,,
5,car:13,,1224,1153,,293,373.0,,,,1055.0,,0.0,,315.0,,
6,car:15,,1512,1463,,600,633.0,,,,743.0,,315.0,,0.0,,
0,motorcycle:2,,0,332,,938,885.0,,,,2268.0,,1231.0,,1526.0,,
1,person:3,,332,0,,868,877.0,,,,2228.0,,1159.0,,1477.0,,
2,person:5,,938,868,,0,167.0,,,,1360.0,,295.0,,609.0,,
3,motorcycle:6,,885,877,,167,0.0,,,,1383.0,,373.0,,642.0,,
4,car:8,,2268,2228,,1360,1383.0,,,,0.0,,1070.0,,751.0,,
5,car:13,,1231,1159,,295,373.0,,,,1070.0,,0.0,,322.0,,
6,car:15,,1526,1477,,609,642.0,,,,751.0,,322.0,,0.0,,
0,motorcycle:2,,0,331,,938,892.0,,,,2285.0,,1227.0,,1528.0,,
1,person:3,,331,0,,865,877.0,,,,2242.0,,1153.0,,1476.0,,
2,person:5,,938,865,,0,158.0,,,,1376.0,,291.0,,611.0,,
3,motorcycle:6,,892,877,,158,0.0,,,,1393.0,,360.0,,638.0,,
4,car:8,,2285,2242,,1376,1393.0,,,,0.0,,1090.0,,765.0,,
5,car:13,,1227,1153,,291,360.0,,,,1090.0,,0.0,,327.0,,
6,car:15,,1528,1476,,611,638.0,,,,765.0,,327.0,,0.0,,
0,car:1,0.0,761,739,340.0,316,345.0,,,,,,,,,,
1,motorcycle:2,761.0,0,178,1097.0,462,418.0,,,,,,,,,,
2,person:3,739.0,178,0,1079.0,423,424.0,,,,,,,,,,
3,car:4,340.0,1097,1079,0.0,656,679.0,,,,,,,,,,
4,person:5,316.0,462,423,656.0,0,112.0,,,,,,,,,,
5,motorcycle:6,345.0,418,424,679.0,112,0.0,,,,,,,,,,
0,motorcycle:2,,0,326,,930,889.0,,,,2285.0,,1223.0,,1534.0,,
1,person:3,,326,0,,862,876.0,,,,2244.0,,1152.0,,1483.0,,
2,person:5,,930,862,,0,153.0,,,,1382.0,,295.0,,622.0,,
3,motorcycle:6,,889,876,,153,0.0,,,,1396.0,,358.0,,646.0,,
4,car:8,,2285,2244,,1382,1396.0,,,,0.0,,1092.0,,760.0,,
5,car:13,,1223,1152,,295,358.0,,,,1092.0,,0.0,,334.0,,
6,car:15,,1534,1483,,622,646.0,,,,760.0,,334.0,,0.0,,
0,motorcycle:2,,0,336,,923,882.0,,,,2283.0,,1223.0,,1536.0,,
1,person:3,,336,0,,851,867.0,,,,2239.0,,1149.0,,1482.0,,
2,person:5,,923,851,,0,149.0,,,,1388.0,,302.0,,631.0,,
3,motorcycle:6,,882,867,,149,0.0,,,,1401.0,,363.0,,655.0,,
4,car:8,,2283,2239,,1388,1401.0,,,,0.0,,1091.0,,757.0,,
5,car:13,,1223,1149,,302,363.0,,,,1091.0,,0.0,,336.0,,
6,car:15,,1536,1482,,631,655.0,,,,757.0,,336.0,,0.0,,
0,motorcycle:2,,0,333,,913,862.0,,,,2271.0,,1214.0,,1527.0,,
1,person:3,,333,0,,841,852.0,,,,2232.0,,1144.0,,1478.0,,
2,person:5,,913,841,,0,162.0,,,,1390.0,,306.0,,636.0,,
3,motorcycle:6,,862,852,,162,0.0,,,,1409.0,,373.0,,665.0,,
4,car:8,,2271,2232,,1390,1409.0,,,,0.0,,1088.0,,754.0,,
5,car:13,,1214,1144,,306,373.0,,,,1088.0,,0.0,,336.0,,
6,car:15,,1527,1478,,636,665.0,,,,754.0,,336.0,,0.0,,
0,motorcycle:2,,0,372,,945,878.0,,,,2283.0,,1237.0,,1549.0,,
1,person:3,,372,0,,858,859.0,,,,2233.0,,1150.0,,1487.0,,
2,person:5,,945,858,,0,165.0,,,,1375.0,,296.0,,628.0,,
3,motorcycle:6,,878,859,,165,0.0,,,,1406.0,,378.0,,670.0,,
4,car:8,,2283,2233,,1375,1406.0,,,,0.0,,1083.0,,746.0,,
5,car:13,,1237,1150,,296,378.0,,,,1083.0,,0.0,,339.0,,
6,car:15,,1549,1487,,628,670.0,,,,746.0,,339.0,,0.0,,
0,motorcycle:2,,0,385,,950,901.0,,,,2275.0,,1243.0,,1559.0,,
1,person:3,,385,0,,856,861.0,,,,2218.0,,1149.0,,1491.0,,
2,person:5,,950,856,,0,129.0,,,,1362.0,,298.0,,635.0,,
3,motorcycle:6,,901,861,,129,0.0,,,,1379.0,,352.0,,658.0,,
4,car:8,,2275,2218,,1362,1379.0,,,,0.0,,1069.0,,727.0,,
5,car:13,,1243,1149,,298,352.0,,,,1069.0,,0.0,,343.0,,
6,car:15,,1559,1491,,635,658.0,,,,727.0,,343.0,,0.0,,
0,motorcycle:2,,0,391,,960,900.0,,,,2275.0,,1255.0,,1574.0,,
1,person:3,,391,0,,861,865.0,,,,2215.0,,1156.0,,1502.0,,
2,person:5,,960,861,,0,150.0,,,,1354.0,,299.0,,641.0,,
3,motorcycle:6,,900,865,,150,0.0,,,,1378.0,,369.0,,673.0,,
4,car:8,,2275,2215,,1354,1378.0,,,,0.0,,1059.0,,712.0,,
5,car:13,,1255,1156,,299,369.0,,,,1059.0,,0.0,,349.0,,
6,car:15,,1574,1502,,641,673.0,,,,712.0,,349.0,,0.0,,
0,motorcycle:2,,0,407,,966,903.0,,,,2263.0,,1263.0,,1582.0,,
1,person:3,,407,0,,863,874.0,,,,2202.0,,1160.0,,1508.0,,
2,person:5,,966,863,,0,169.0,,,,1338.0,,301.0,,644.0,,
3,motorcycle:6,,903,874,,169,0.0,,,,1362.0,,380.0,,679.0,,
4,car:8,,2263,2202,,1338,1362.0,,,,0.0,,1042.0,,694.0,,
5,car:13,,1263,1160,,301,380.0,,,,1042.0,,0.0,,350.0,,
6,car:15,,1582,1508,,644,679.0,,,,694.0,,350.0,,0.0,,
0,motorcycle:2,,0,424,,965,896.0,,,,2259.0,,1268.0,,1589.0,,
1,person:3,,424,0,,850,865.0,,,,2189.0,,1152.0,,1505.0,,
2,person:5,,965,850,,0,183.0,,,,1339.0,,308.0,,655.0,,
3,motorcycle:6,,896,865,,183,0.0,,,,1365.0,,396.0,,693.0,,
4,car:8,,2259,2189,,1339,1365.0,,,,0.0,,1038.0,,684.0,,
5,car:13,,1268,1152,,308,396.0,,,,1038.0,,0.0,,356.0,,
6,car:15,,1589,1505,,655,693.0,,,,684.0,,356.0,,0.0,,
0,motorcycle:2,,0,400,,962,902.0,,,,,,1267.0,,1597.0,2258.0,
1,person:3,,400,0,,853,867.0,,,,,,1157.0,,1517.0,2192.0,
2,person:5,,962,853,,0,167.0,,,,,,309.0,,663.0,1338.0,
3,motorcycle:6,,902,867,,167,0.0,,,,,,386.0,,695.0,1358.0,
4,person:8,,2258,2192,,1338,1358.0,,,,,,1036.0,,674.0,0.0,
5,car:13,,1267,1157,,309,386.0,,,,,,0.0,,363.0,1036.0,
6,car:15,,1597,1517,,663,695.0,,,,,,363.0,,0.0,674.0,
0,motorcycle:2,,0,413,,959,893.0,,,,,,1269.0,,1600.0,,
1,person:3,,413,0,,845,861.0,,,,,,1154.0,,1516.0,,
2,person:5,,959,845,,0,180.0,,,,,,315.0,,671.0,,
3,motorcycle:6,,893,861,,180,0.0,,,,,,400.0,,707.0,,
4,car:13,,1269,1154,,315,400.0,,,,,,0.0,,366.0,,
5,car:15,,1600,1516,,671,707.0,,,,,,366.0,,0.0,,
0,car:1,0.0,695,662,242.0,322,,,,,,,,,,,
1,motorcycle:2,695.0,0,216,932.0,399,,,,,,,,,,,
2,person:3,662.0,216,0,903.0,339,,,,,,,,,,,
3,car:4,242.0,932,903,0.0,564,,,,,,,,,,,
4,person:5,322.0,399,339,564.0,0,,,,,,,,,,,
0,car:1,0.0,765,742,346.0,318,343.0,,,,,,,,,,
1,motorcycle:2,765.0,0,186,1106.0,467,422.0,,,,,,,,,,
2,person:3,742.0,186,0,1088.0,423,428.0,,,,,,,,,,
3,car:4,346.0,1106,1088,0.0,665,683.0,,,,,,,,,,
4,person:5,318.0,467,423,665.0,0,117.0,,,,,,,,,,
5,motorcycle:6,343.0,422,428,683.0,117,0.0,,,,,,,,,,
0,motorcycle:2,,0,409,,964,892.0,,,,,,1271.0,,1607.0,,
1,person:3,,409,0,,846,856.0,,,,,,1153.0,,1520.0,,
2,person:5,,964,846,,0,184.0,,,,,,312.0,,674.0,,
3,motorcycle:6,,892,856,,184,0.0,,,,,,404.0,,715.0,,
4,car:13,,1271,1153,,312,404.0,,,,,,0.0,,371.0,,
5,car:15,,1607,1520,,674,715.0,,,,,,371.0,,0.0,,
0,motorcycle:2,,0,413,,963,890.0,,,,,,1272.0,,1609.0,,
1,person:3,,413,0,,846,857.0,,,,,,1155.0,,1524.0,,
2,person:5,,963,846,,0,187.0,,,,,,314.0,,678.0,,
3,motorcycle:6,,890,857,,187,0.0,,,,,,406.0,,720.0,,
4,car:13,,1272,1155,,314,406.0,,,,,,0.0,,372.0,,
5,car:15,,1609,1524,,678,720.0,,,,,,372.0,,0.0,,
0,motorcycle:2,,0,415,,961,893.0,,,,,,1274.0,,1610.0,,
1,person:3,,415,0,,842,852.0,,,,,,1156.0,,1523.0,,
2,person:5,,961,842,,0,174.0,,,,,,319.0,,681.0,,
3,motorcycle:6,,893,852,,174,0.0,,,,,,400.0,,717.0,,
4,car:13,,1274,1156,,319,400.0,,,,,,0.0,,371.0,,
5,car:15,,1610,1523,,681,717.0,,,,,,371.0,,0.0,,
0,motorcycle:2,,0,407,,961,892.0,,,,,,1275.0,,1608.0,,
1,person:3,,407,0,,842,851.0,,,,,,1158.0,,1523.0,,
2,person:5,,961,842,,0,174.0,,,,,,320.0,,680.0,,
3,motorcycle:6,,892,851,,174,0.0,,,,,,401.0,,716.0,,
4,car:13,,1275,1158,,320,401.0,,,,,,0.0,,368.0,,
5,car:15,,1608,1523,,680,716.0,,,,,,368.0,,0.0,,
0,motorcycle:2,,0,388,,959,888.0,,,,,,1274.0,,1611.0,,
1,person:3,,388,0,,840,846.0,,,,,,1159.0,,1524.0,,
2,person:5,,959,840,,0,183.0,,,,,,321.0,,684.0,,
3,motorcycle:6,,888,846,,183,0.0,,,,,,406.0,,723.0,,
4,car:13,,1274,1159,,321,406.0,,,,,,0.0,,369.0,,
5,car:15,,1611,1524,,684,723.0,,,,,,369.0,,0.0,,
0,motorcycle:2,,0,385,,954,888.0,,,,,,1268.0,,1604.0,,
1,person:3,,385,0,,836,847.0,,,,,,1151.0,,1516.0,,
2,person:5,,954,836,,0,181.0,,,,,,319.0,,679.0,,
3,motorcycle:6,,888,847,,181,0.0,,,,,,404.0,,716.0,,
4,car:13,,1268,1151,,319,404.0,,,,,,0.0,,369.0,,
5,car:15,,1604,1516,,679,716.0,,,,,,369.0,,0.0,,
0,motorcycle:2,,0,395,,953,876.0,,,,,,1265.0,,1602.0,,
1,person:3,,395,0,,832,855.0,,,,,,1147.0,,1513.0,,
2,person:5,,953,832,,0,228.0,,,,,,319.0,,680.0,,
3,motorcycle:6,,876,855,,228,0.0,,,,,,430.0,,731.0,,
4,car:13,,1265,1147,,319,430.0,,,,,,0.0,,369.0,,
5,car:15,,1602,1513,,680,731.0,,,,,,369.0,,0.0,,
0,motorcycle:2,,0,404,,955,877.0,,,,,,1266.0,,1610.0,,
1,person:3,,404,0,,832,855.0,,,,,,1148.0,,1521.0,,
2,person:5,,955,832,,0,225.0,,,,,,319.0,,688.0,,
3,motorcycle:6,,877,855,,225,0.0,,,,,,427.0,,736.0,,
4,car:13,,1266,1148,,319,427.0,,,,,,0.0,,375.0,,
5,car:15,,1610,1521,,688,736.0,,,,,,375.0,,0.0,,
0,motorcycle:2,,0,417,,955,879.0,,,,,,1266.0,,1621.0,,
1,person:3,,417,0,,830,856.0,,,,,,1147.0,,1533.0,,
2,person:5,,955,830,,0,219.0,,,,,,320.0,,702.0,,
3,motorcycle:6,,879,856,,219,0.0,,,,,,420.0,,743.0,,
4,car:13,,1266,1147,,320,420.0,,,,,,0.0,,388.0,,
5,car:15,,1621,1533,,702,743.0,,,,,,388.0,,0.0,,
0,motorcycle:2,,0,422,,954,889.0,,,,,,1268.0,,1624.0,,
1,person:3,,422,0,,828,850.0,,,,,,1146.0,,1533.0,,
2,person:5,,954,828,,0,185.0,,,,,,322.0,,705.0,,
3,motorcycle:6,,889,850,,185,0.0,,,,,,399.0,,734.0,,
4,car:13,,1268,1146,,322,399.0,,,,,,0.0,,389.0,,
5,car:15,,1624,1533,,705,734.0,,,,,,389.0,,0.0,,
0,car:1,0.0,768,745,350.0,316,343.0,,,,,,,,,,
1,motorcycle:2,768.0,0,183,1112.0,472,426.0,,,,,,,,,,
2,person:3,745.0,183,0,1095.0,428,431.0,,,,,,,,,,
3,car:4,350.0,1112,1095,0.0,666,686.0,,,,,,,,,,
4,person:5,316.0,472,428,666.0,0,117.0,,,,,,,,,,
5,motorcycle:6,343.0,426,431,686.0,117,0.0,,,,,,,,,,
0,motorcycle:2,,0,412,,950,880.0,,,,,,1268.0,,1631.0,,
1,person:3,,412,0,,831,845.0,,,,,,1153.0,,1547.0,,
2,person:5,,950,831,,0,183.0,,,,,,325.0,,715.0,,
3,motorcycle:6,,880,845,,183,0.0,,,,,,407.0,,751.0,,
4,car:13,,1268,1153,,325,407.0,,,,,,0.0,,397.0,,
5,car:15,,1631,1547,,715,751.0,,,,,,397.0,,0.0,,
0,motorcycle:2,,0,392,,947,876.0,,,,,,1265.0,,1624.0,,
1,person:3,,392,0,,834,841.0,,,,,,1156.0,,1544.0,,
2,person:5,,947,834,,0,179.0,,,,,,325.0,,710.0,,
3,motorcycle:6,,876,841,,179,0.0,,,,,,409.0,,748.0,,
4,car:13,,1265,1156,,325,409.0,,,,,,0.0,,391.0,,
5,car:15,,1624,1544,,710,748.0,,,,,,391.0,,0.0,,
0,motorcycle:2,,0,411,,943,873.0,,,,,,1266.0,,1624.0,,
1,person:3,,411,0,,831,839.0,,,,,,1159.0,,1547.0,,
2,person:5,,943,831,,0,171.0,,,,,,331.0,,716.0,,
3,motorcycle:6,,873,839,,171,0.0,,,,,,407.0,,750.0,,
4,car:13,,1266,1159,,331,407.0,,,,,,0.0,,392.0,,
5,car:15,,1624,1547,,716,750.0,,,,,,392.0,,0.0,,
0,motorcycle:2,,0,423,,938,865.0,,,,,,1267.0,,1622.0,,
1,person:3,,423,0,,818,826.0,,,,,,1152.0,,1540.0,,
2,person:5,,938,818,,0,170.0,,,,,,338.0,,722.0,,
